ASSET_UNIT_ID,ASSET_UNIT_NAME,ASSET_UNIT_PROJECT,ASSET_STATUS_ACTIVITY,ASSET_STATUS_ACTIVITY_ACCURACY,ASSET_VALUECHAIN_SEGMENT2,ASSET_STATUS_LIFECYCLE1,ASSET_STATUS_LIFECYCLE_ACCURACY,ASSET_OWNERSHIP_PROMOTER,ASSET_UNIT_SCOPE,ASSET_CAPACITY_YEAR,ASSET_CAPACITY_YEAR_ACCURACY,ASSET_CARBON_INTENSITY,ASSET_LOCATION_GPS-ACCURACY,ASSET_LOCATION_GPS-LONGITUDE,ASSET_LOCATION_GPS-LATITUDE
ASFR230814,NEAC Caen Phase 2 - 3 Shuttles ,NEAC,active,unless stated otherwise,end use,in-planning,estimated,NEAC Industry,Dans un deuxième temps le fonctionnement en essaims de plusieurs navettes sera étudié pour simuler des « trains » de navettes pouvant être nécessaires à certaines heures (transport de personnes ou de fret).,-,-,,Estimated site location,-0.35015,49.18272
ASFR230815,NEAC Caen Phase 3 - 3 Shuttles,NEAC,active,unless stated otherwise,end use,in-planning,estimated,NEAC Industry,"Dans un troisième temps, la production d’énergie sera optimisée sur le territoire concerné, pour tendre vers une autonomie énergétique du service proposé localement.",-,-,,Estimated site location,-0.35015,49.18272
ASFR230816,Mâconnais-Beaujolais Agglomération (MBA) Horizon Hydrogène - 9X hydrogen-powered buses,Horizon Hydrogène Mâcon,active,unless stated otherwise,end use,in-planning,estimated, Mâconnais Beaujolais Agglomération (MBA),,-,-,,Estimated site location,4.82365,46.33021
ASFR230817,Mâconnais-Beaujolais Agglomération (MBA) Horizon Hydrogène - 6X FC RCVs,Horizon Hydrogène Mâcon,active,unless stated otherwise,end use,in-planning,estimated, Mâconnais Beaujolais Agglomération (MBA),,-,-,,Estimated site location,4.82365,46.33021
ASFR230818,CUD H2DK Dunkerque - hydrogen-powered buses,H2DK,active,unless stated otherwise,end use,in-planning,estimated,Communauté Urbaine de Dunkerque (CUD),,-,-,,Estimated site location,2.35412,51.02566
ASFR230819,CUD H2DK Dunkerque - FC RCVs,H2DK,active,unless stated otherwise,end use,in-planning,estimated,Communauté Urbaine de Dunkerque (CUD),,-,-,,Estimated site location,2.35412,51.02566
ASFR230820,DGAC SEPHER Sarlat-la-Canéda - Power generation,SEPHER,active,unless stated otherwise,end use,operational,estimated,DGAC,Radio aerials,-,-,,Estimated site location,1.21199,44.89938
ASFR230821,IDF Mobilités H2 Créteil Île-de-France - 17X hydrogen-powered buses,H2 Créteil,active,unless stated otherwise,end use,in-service,estimated,Créteil,Station de 500 kg/jour pour alimenter 17 bus H2 de Ile-de-France Mobilités,-,-,,Estimated site location,2.43645,48.77821
ASFR230824,IKEA Saint-Quentin-Fallavier - 20X Forklifts,IKEA Saint-Quentin-Fallavier,active,unless stated otherwise,end use,in-service,estimated,IKEA,H2 Forklifts,-,-,,Nearest known address,5.09967,45.66515
ASFR230825,Toulouse Métropole HyPort Langlade Toulouse - 1X FC airport swipper,HyPort Langlade,active,unless stated otherwise,end use,in-planning,estimated,Toulouse Métropole,,-,-,,Estimated site location,1.42122,43.56521
ASFR230826,Toulouse Métropole HyPort Langlade Toulouse - 1X refrigerated truck,HyPort Langlade,active,unless stated otherwise,end use,in-planning,estimated,Toulouse Métropole,,-,-,,Estimated site location,1.42122,43.56521
ASFR230827,Toulouse Métropole HyPort Langlade Toulouse - 1X medium-duty FC truck,HyPort Langlade,active,unless stated otherwise,end use,in-planning,estimated,Toulouse Métropole,,-,-,,Estimated site location,1.42122,43.56521
ASFR230828,Toulouse Métropole HyPort Langlade Toulouse - 1X FC RCV,HyPort Langlade,active,unless stated otherwise,end use,in-planning,estimated,Toulouse Métropole,,-,-,,Estimated site location,1.42122,43.56521
ASFR230829,Tisséo HyPort Langlade Toulouse - 7X hydrogen-powered buses,HyPort Langlade,active,unless stated otherwise,end use,in-planning,estimated,Tisséo,,-,-,,Estimated site location,1.42122,43.56521
ASFR230830,Port-de-Sète GreenHarbour Sète - Barge zero emission,Green Harbour,active,unless stated otherwise,end use,in-planning,estimated,Port-de-Sète,"La Barge énergie zéro émission et multi-services portuaires fournit à tout navire en escale puissance et énergie électrique, grâce à une pile à hydrogène « vert », ainsi que l'élimination des déchets de bord en toute sécurité et sans aucune émission polluante.
Pour pallier à l’insuffisance structurelle de connectivité électrique fixe, les solutions de générateurs mobiles présentent une alternative flexible pour amener l'électricité directement aux navires le temps de leur escale. Des générateurs à base de turbine à gaz peuvent être envisagés, mais leur bilan en émissions GES et polluantes restera très élevé : les émissions d’oxydes de soufre (SOx) seront quasiment éliminées, mais en contrepartie, il y aura un doublement des émissions de CO, une légère augmentation des émissions de CO2, et surtout une forte augmentation des THC, ces hydrocarbures totaux imbrûlés comportant des particules fortement cancérigènes, dont les émissions ont été récemment mesurées sur des bus à gaz naturel en exploitation réelle (1,36 g/km contre 0,07 g/km pour le diesel).shéma projet GreenHarbourg par Ports Sud de France
Les solutions de générateurs d’électricité utilisant des piles à hydrogène « vert » présentent quant à elles un excellent bilan environnemental, zéro émission si l’hydrogène provient de sources électriques renouvelables (via électrolyse de l’eau), et des projets de démonstrateurs émergent dans certains ports européens. Pour répondre à ces besoins, nous développons la gamme de solutions GreenHarbour©. La  barge multi-services imaginée dans le cadre de ce projet sur le Port de Sète est une innovation qui emporte un système de forte puissance à base de piles à hydrogène, avec un avantage concurrentiel fort, comparativement aux autres solutions de générateurs d’électricité à quai. En effet, les systèmes modulaires GreenHarbour sont évolutifs et extensibles, ils peuvent être embarqués et utilisés sur des barges portuaires autopropulsées. Celles-ci pourront être multi-services, en sus de la fourniture d’électricité auxiliaire. Ces solutions énergétiques zéro émission peuvent donc s’adapter aux différents besoins des ports, avec des gammes de puissance variées, en fonction de la typologie des différents navires et de leurs besoins à l'escale. 
Cette solution mobile est plus adaptée à la problématique portuaire que les solutions à quai : au lieu d’être contraint à la manœuvrabilité d’une solution lourde immobilisée plusieurs heures sur un quai (typiquement 12 heures pour un cargo), dans un contexte réglementaire portuaire actuellement sans doctrine spécifique pour les solutions hydrogène, et donc potentiellement problématique, la marinisation d’une pile stationnaire embarquée sur une barge est une solution beaucoup plus flexible d’usage et dans un cadre réglementaire solide et mature. De plus, la possibilité de mutualiser plusieurs services (énergie et environnement, collecte des eaux et déchets) offre une opportunité de simplifier la gestion des opérations dans le port et de réduire les coûts d’intervention.
Son ravitaillement sera facilité par un stockage hydrogène à haute pression pré-installé dans des conteneurs standards qui pourront être rechargés là où se trouveront les stations hydrogène haute pression ou les centres de conditionnement dédiés : il ne sera pas obligatoire d’avoir une station de recharge hydrogène à proximité immédiate des quais, ce qui pourrait limiter les possibilités de déploiement. Les conteneurs de stockage ensuite seront livrés à bon port pour être chargés sur la barge contenant la pile à hydrogène (swapping des conteneurs vides et pleins).",-,-,,Estimated site location,3.72432,43.41700
ASFR230831,HyAMMED / H2Haul Fos-sur-Mer - 10X heavy-duty FC trucks,HyAMMED / H2Haul,active,unless stated otherwise,end use,in-service,estimated,,"Cette station alimentera prioritairement une flotte de huit à dix 44 t à hydrogène conçus pour des trajets de 800 km et acquis par des transporteurs et les groupes Carrefour, Coca-Cola, Monoprix et Air Liquide.",-,-,,Estimated site location, 4.89699,43.45855
ASFR230832,FM Logistic H2HUB Loiret Neuville-aux-Bois Phase 1 - 10 Forklifts,H2HUB Loiret,active,unless stated otherwise,end use,in-service,estimated,FM Logistic ,"Air Liquide a installé sur la plateforme logistique de Neuville-aux-Bois, près d’Orléans une station de recharge d’hydrogène destinée à alimenter dans un premier temps dix chariots munis de piles à hydrogène. À terme, les 84 chariots du site pourraient passer à l’hydrogène pour faire ainsi de lui le premier site logistique en Europe à convertir l’ensemble de sa flotte de chariots à l’hydrogène.
FM Logistic a choisi son site de Neuville-aux-Bois (70 000 m²) qui connaît une activité soutenue et régulière pour être la plateforme pilote. Les piles à hydrogène fournies par HyPulsion viennent remplacer les batteries électriques, apportant une flexibilité et une productivité accrues, du fait de la plus grande autonomie pour les chariots et de la réduction du temps d’arrêt pour effectuer la recharge. La station hydrogène Air Liquide permet en effet de recharger les chariots en 3 minutes seulement pour une autonomie de 9 à 10 heures. Ces chariots de manutention fonctionnant à l’hydrogène ne rejettent que de l’eau. L’hydrogène est en effet une énergie propre qui constitue l’une des solutions pour répondre au défi de la transition énergétique.",-,-,,Nearest known address,2.06320,48.07432
ASFR230833,FM Logistic H2HUB Loiret Neuville-aux-Bois Phase 2 - 74 Forklifts,H2HUB Loiret,active,unless stated otherwise,end use,in-planning,estimated,FM Logistic ,"Air Liquide a installé sur la plateforme logistique de Neuville-aux-Bois, près d’Orléans une station de recharge d’hydrogène destinée à alimenter dans un premier temps dix chariots munis de piles à hydrogène. À terme, les 84 chariots du site pourraient passer à l’hydrogène pour faire ainsi de lui le premier site logistique en Europe à convertir l’ensemble de sa flotte de chariots à l’hydrogène.
FM Logistic a choisi son site de Neuville-aux-Bois (70 000 m²) qui connaît une activité soutenue et régulière pour être la plateforme pilote. Les piles à hydrogène fournies par HyPulsion viennent remplacer les batteries électriques, apportant une flexibilité et une productivité accrues, du fait de la plus grande autonomie pour les chariots et de la réduction du temps d’arrêt pour effectuer la recharge. La station hydrogène Air Liquide permet en effet de recharger les chariots en 3 minutes seulement pour une autonomie de 9 à 10 heures. Ces chariots de manutention fonctionnant à l’hydrogène ne rejettent que de l’eau. L’hydrogène est en effet une énergie propre qui constitue l’une des solutions pour répondre au défi de la transition énergétique.",-,-,,Nearest known address,2.06320,48.07432
ASFR230834,Carrefour Vendin-le-Vieil Phase 1 - 57 Forklifts,Carrefour Vendin-le-Vieil,active,unless stated otherwise,end use,in-service,estimated,Carrefour,,-,-,,Nearest known address,2.85911,50.45729
ASFR230835,Carrefour Vendin-le-Vieil Phase 2 - 80 Forklifts,Carrefour Vendin-le-Vieil,active,unless stated otherwise,end use,in-service,estimated,Carrefour,,-,-,,Nearest known address,2.85911,50.45729
ASFR230836,Métropole de Rouen Normandie Rouen Vallée hydrogène Phase 2 - 12X hydrogen-powered buses,Rouen Vallée hydrogène,active,unless stated otherwise,end use,in-planning,estimated,Métropole de Rouen,"Silencieux comme un bus électrique, le premier bus à hydrogène de la flotte du réseau Astuce a été livré mardi 13 décembre 2022 à la métropole de Rouen. Fabriqué par la société belge Van Hool, le véhicule standard (12 mètres de long) a été officiellement présenté à la presse au dépôt bus des Deux Rivières.",-,-,,Estimated site location,1.12397,49.43854
ASFR230837,CFT Seine - hydrogen-powered Barge,CFT Seine,inactive,reported,end use,cancelled,estimated,CFT,,-,-,,Estimated site location,2.28757,48.85474
ASFR230839,Akuo Santerre - Heavy-duty FC trucks,Le projet vise à faire passer à l’hydrogène une flotte de camions qui alimentent 2 centrales biomasse situées dans le Santerre et appartenant à la société AKUO ENERGY.,active,unless stated otherwise,end use,in-planning,estimated,Akuo Energy,Le projet vise à faire passer à l’hydrogène une flotte de camions qui alimentent 2 centrales biomasse situées dans le Santerre et appartenant à la société AKUO ENERGY.,-,-,,Estimated site location,2.94197,49.93310
ASFR230840,Optymo Belfort Phase 1 - 7X hydrogen-powered buses,Optymo Belfort,active,unless stated otherwise,end use,development,estimated,,Le réseau urbain belfortain Optymo fera rouler sept bus fonctionnant à l'hydrogène dès 2023. ,-,-,,Estimated site location,6.85749,47.63796
ASFR230841,Optymo Belfort Phase 2 - 20X hydrogen-powered buses,Optymo Belfort,active,unless stated otherwise,end use,development,estimated,," Si l'expérience est concluante, vingt nouveaux bus seront acquis pour 2025.",-,-,,Estimated site location,6.85749,47.63796
ASFR230842,SNCF PLANETER Bourgogne-Franche-Comté - 3 bi-mode TER Trains,PLANETER,active,unless stated otherwise,end use,in-planning,estimated,SNCF,"La commande de trois Coradia Polyvalent H2 pour un montant de 52 millions d’euro, représente une étape de plus vers le déploiement de l’hydrogène en faveur des mobilités décarbonées.

Elles seront mises en service sur la ligne Laroche-Migennes-Auxerre et sur les « lignes du Morvan » (Auxerre-Avallon et Auxerre-Cravant-Clamecy-Corbigny), ainsi que sur l’axe Dijon-Laroche-Migennes -Auxerre. Un ensemble de 312 km, dont 49% non électrifiés.",-,-,,Exact site location,3.58954028,47.8017514
